;pv_mw;bess_mw;bess_h;contract_share;target_IRR;required_PPA_eur_MWh;final_IRR;NPV_at_target_IRR_kEUR;avg_revenue_at_required_PPA_kEUR_yr;avg_EBITDA_at_required_PPA_kEUR_yr;capex_kEUR;npv_at_ppa_min_kEUR;npv_at_ppa_max_kEUR;irr_at_ppa_min;irr_at_ppa_max;status;target_IRR_pct
502;6;8;4;1;0.09;133.0336095;0.09;0;2210;1828;11327;-18045;19369;;0.224544019;Solved;9
503;10;10;4;1;0.09;133.5014826;0.09;0;2863;2327;15225;-23004;24400;;0.229371031;Solved;9
504;4;6;2;0.75;0.09;134.7080628;0.09;0;1458;1128;6617;-11814;12458;;0.224718043;Solved;9
505;8;8;2;0.75;0.09;135.8316424;0.09;0;2046;1544;9903;-15900;16338;;0.227644164;Solved;9
506;12;4;2;0.5;0.09;135.9038916;0.09;0;1840;1406;9475;-13148;13708;;0.224460843;Solved;9
507;10;4;2;0.5;0.09;136.1515783;0.09;0;1660;1271;8451;-11953;12405;;0.222519608;Solved;9
508;8;12;2;1;0.09;136.2103367;0.09;0;2618;1960;12379;-21116;21526;;0.232057918;Solved;9
509;2;2;4;0.5;0.09;136.9878162;0.09;0;778;670;3729;-6518;6734;;0.20924807;Solved;9
510;8;4;2;0.5;0.09;137.6871385;0.09;0;1481;1138;7427;-10805;10964;;0.218741781;Solved;9
511;6;6;4;0.75;0.09;139.1198531;0.09;0;1833;1510;9477;-14246;14101;;0.211996022;Solved;9
512;2;4;4;0.75;0.09;139.3126896;0.09;0;1201;1033;5579;-9832;10010;;0.20747346;Solved;9
513;12;8;4;0.75;0.09;139.5189282;0.09;0;2675;2152;14399;-20017;19739;;0.217444177;Solved;9
514;8;10;4;1;0.09;139.6509547;0.09;0;2711;2222;14201;-21524;21071;;0.216628264;Solved;9
515;12;10;2;0.75;0.09;139.6800917;0.09;0;2657;1984;13189;-20138;19699;;0.225905903;Solved;9
516;12;12;4;1;0.09;139.9075622;0.09;0;3369;2727;18099;-26531;25854;;0.221040306;Solved;9
517;6;4;2;0.5;0.09;140.8454916;0.09;0;1308;1011;6403;-9699;9410;;0.212337395;Solved;9
518;2;6;4;1;0.09;141.5440357;0.09;0;1632;1403;7429;-13210;13190;;0.205781042;Solved;9
519;12;4;4;0.5;0.09;142.3758172;0.09;0;1982;1584;10699;-13779;13226;;0.208700468;Solved;9
520;6;8;2;0.75;0.09;142.5466952;0.09;0;1892;1437;8879;-14627;13806;;0.215279328;Solved;9
521;2;0;2;0.25;0.09;142.7683868;0.09;0;381;334;1879;-3331;3198;;0.206598616;Solved;9
522;10;10;2;0.75;0.09;143.5915302;0.09;0;2487;1860;12165;-18770;17409;;0.217788273;Solved;9
523;10;4;4;0.5;0.09;143.6461005;0.09;0;1804;1451;9675;-12610;11889;;0.205279397;Solved;9
524;4;10;2;1;0.09;143.692417;0.09;0;2086;1599;9093;-16650;15745;;0.215208697;Solved;9
525;10;8;4;0.75;0.09;143.9516275;0.09;0;2507;2030;13375;-18729;17392;;0.208980967;Solved;9
526;4;8;4;1;0.09;144.6152718;0.09;0;2104;1768;10303;-16676;15641;;0.205029679;Solved;9
527;6;12;2;1;0.09;144.8919704;0.09;0;2491;1879;11355;-19665;18062;;0.216127484;Solved;9
528;2;8;2;1;0.09;145.4391059;0.09;0;1701;1340;6831;-13610;12909;;0.208852392;Solved;9
529;10;12;4;1;0.09;145.5001021;0.09;0;3211;2615;17075;-25028;22639;;0.210145221;Solved;9
530;4;0;2;0.25;0.09;145.8986236;0.09;0;563;470;2903;-4123;3834;;0.198377415;Solved;9
531;8;4;4;0.5;0.09;146.9837761;0.09;0;1628;1321;8651;-11522;10371;;0.199627281;Solved;9
532;4;4;2;0.5;0.09;147.6964616;0.09;0;1146;895;5379;-8660;7679;;0.201595542;Solved;9
533;6;10;4;1;0.09;148.975402;0.09;0;2587;2144;13177;-20099;17584;;0.201332296;Solved;9
534;12;6;2;0.5;0.09;149.3012087;0.09;0;2103;1590;10713;-14534;12661;;0.204470534;Solved;9
535;8;10;2;0.75;0.09;149.3339438;0.09;0;2325;1744;11141;-17460;15004;;0.207536251;Solved;9
536;12;12;2;0.75;0.09;150.2088248;0.09;0;2924;2172;14427;-21650;18402;;0.209920184;Solved;9
537;2;6;2;0.75;0.09;150.9512935;0.09;0;1357;1074;5593;-10629;9348;;0.200011733;Solved;9
538;10;6;2;0.5;0.09;151.9133854;0.09;0;1927;1459;9689;-13388;11247;;0.200047066;Solved;9
539;6;4;4;0.5;0.09;152.3415266;0.09;0;1461;1199;7627;-10481;8762;;0.191387727;Solved;9
540;6;0;2;0.25;0.09;152.4688471;0.09;0;749;610;3927;-4992;4273;;0.189080005;Solved;9
541;12;10;4;0.75;0.09;153.3728565;0.09;0;3015;2432;16249;-21994;18037;;0.197627506;Solved;9
542;8;12;4;1;0.09;153.4107182;0.09;0;3073;2523;16051;-23562;19297;;0.197390539;Solved;9
543;10;12;2;0.75;0.09;155.6004323;0.09;0;2760;2054;13403;-20344;16075;;0.201013502;Solved;9
544;4;12;2;1;0.09;158.8737977;0.09;0;2400;1835;10331;-18316;14318;;0.195805151;Solved;9
545;6;10;2;0.75;0.09;158.9258964;0.09;0;2188;1654;10117;-16232;12422;;0.194268836;Solved;9
546;8;0;2;0.25;0.09;158.9304406;0.09;0;934;749;4951;-5890;4639;;0.181483721;Solved;9
547;10;10;4;0.75;0.09;159.3882969;0.09;0;2852;2315;15225;-20710;15661;;0.188646694;Solved;9
548;12;6;4;0.5;0.09;159.8924663;0.09;0;2316;1856;12549;-15542;11814;;0.185282258;Solved;9
549;6;8;4;0.75;0.09;159.9085421;0.09;0;2206;1823;11327;-16269;12333;;0.185703502;Solved;9
550;4;4;4;0.5;0.09;162.6589095;0.09;0;1310;1095;6603;-9486;6974;;0.179095972;Solved;9
551;6;6;2;0.5;0.09;162.994928;0.09;0;1590;1214;7641;-11235;8109;;0.184721909;Solved;9
552;8;12;2;0.75;0.09;163.2802762;0.09;0;2609;1950;12379;-19044;13643;;0.190218081;Solved;9
553;2;4;2;0.5;0.09;163.3856211;0.09;0;1019;814;4355;-7690;5718;;0.183651213;Solved;9
554;4;10;4;1;0.09;163.8339979;0.09;0;2501;2105;12153;-18762;13832;;0.182327945;Solved;9
555;12;8;2;0.5;0.09;163.858475;0.09;0;2368;1775;11951;-15986;11455;;0.186538615;Solved;9
556;10;6;4;0.5;0.09;164.5840709;0.09;0;2144;1730;11525;-14471;10315;;0.17931959;Solved;9
557;2;10;2;1;0.09;164.6959294;0.09;0;2041;1600;8069;-15297;11377;;0.185763472;Solved;9
558;10;0;2;0.25;0.09;164.8253577;0.09;0;1119;888;5975;-6807;4962;;0.175308594;Solved;9
559;6;12;4;1;0.09;165.0202355;0.09;0;2964;2460;15027;-22167;15790;;0.182265955;Solved;9
560;2;8;4;1;0.09;165.8104389;0.09;0;2060;1771;9279;-15316;11291;;0.177733613;Solved;9
561;12;12;4;0.75;0.09;167.3845014;0.09;0;3356;2712;18099;-23965;16296;;0.180739343;Solved;9
562;8;10;4;0.75;0.09;167.9460274;0.09;0;2703;2213;14201;-19483;13178;;0.177845643;Solved;9
563;10;8;2;0.5;0.09;168.8569964;0.09;0;2196;1649;10927;-14892;9958;;0.180417809;Solved;9
564;12;0;2;0.25;0.09;170.2144956;0.09;0;1303;1027;6999;-7738;5251;;0.170124082;Solved;9
565;2;6;4;0.75;0.09;170.9910088;0.09;0;1625;1396;7429;-11896;8155;;0.171818903;Solved;9
566;8;6;4;0.5;0.09;171.3741174;0.09;0;1978;1610;10501;-13455;8732;;0.171535298;Solved;9
567;4;10;2;0.75;0.09;174.1160578;0.09;0;2081;1593;9093;-15072;9655;;0.176960088;Solved;9
568;10;12;4;0.75;0.09;175.1527415;0.09;0;3200;2602;17075;-22727;13902;;0.171423945;Solved;9
569;4;8;4;0.75;0.09;175.3609376;0.09;0;2100;1763;10303;-15125;9559;;0.16925429;Solved;9
570;8;8;2;0.5;0.09;175.4153707;0.09;0;2031;1529;9903;-13820;8434;;0.172759625;Solved;9
571;6;12;2;0.75;0.09;175.4327018;0.09;0;2484;1871;11355;-17841;11026;;0.176469269;Solved;9
572;4;6;2;0.5;0.09;176.0091975;0.09;0;1452;1122;6617;-10237;6321;;0.171551412;Solved;9
573;2;8;2;0.75;0.09;176.0967803;0.09;0;1694;1332;6831;-12279;7825;;0.172671191;Solved;9
574;12;10;2;0.5;0.09;179.1721447;0.09;0;2635;1962;13189;-17500;10169;;0.170547183;Solved;9
575;12;8;4;0.5;0.09;179.3403835;0.09;0;2654;2133;14399;-17442;10178;;0.165071145;Solved;9
576;6;10;4;0.75;0.09;180.8718863;0.09;0;2581;2138;13177;-18305;10557;;0.16470313;Solved;9
577;6;6;4;0.5;0.09;181.9949538;0.09;0;1822;1500;9477;-12467;7010;;0.16110202;Solved;9
578;2;4;4;0.5;0.09;182.9260404;0.09;0;1195;1027;5579;-8523;4939;;0.160149598;Solved;9
579;4;12;4;1;0.09;183.1168996;0.09;0;2900;2443;14003;-20851;12019;;0.163823995;Solved;9
580;2;12;2;1;0.09;184.0256363;0.09;0;2381;1862;9307;-16990;9763;;0.165950879;Solved;9
581;8;2;2;0.25;0.09;184.3929581;0.09;0;1196;932;6189;-7170;3971;;0.157526422;Solved;9
582;6;2;2;0.25;0.09;185.0568932;0.09;0;1018;800;5165;-6273;3431;;0.156818502;Solved;9
583;10;2;2;0.25;0.09;185.1844635;0.09;0;1375;1066;7213;-8098;4443;;0.157101586;Solved;9
584;10;10;2;0.5;0.09;185.9546958;0.09;0;2467;1841;12165;-16408;8657;;0.163535261;Solved;9
585;8;12;4;0.75;0.09;186.0942167;0.09;0;3066;2515;16051;-21505;11412;;0.160486428;Solved;9
586;6;8;2;0.5;0.09;186.6383102;0.09;0;1881;1426;8879;-12803;6747;;0.162133681;Solved;9
587;10;8;4;0.5;0.09;186.8026818;0.09;0;2488;2013;13375;-16423;8618;;0.157863402;Solved;9
588;12;2;2;0.25;0.09;186.8733265;0.09;0;1555;1201;8237;-9032;4846;;0.155842633;Solved;9
589;4;2;2;0.25;0.09;189.7382699;0.09;0;845;673;4141;-5467;2782;;0.153404995;Solved;9
590;2;10;4;1;0.09;190.2141888;0.09;0;2489;2140;11129;-17433;9253;;0.154881397;Solved;9
591;10;2;4;0.25;0.09;191.001026;0.09;0;1447;1156;7825;-8426;4265;;0.150370803;Solved;9
592;12;2;4;0.25;0.09;191.4781502;0.09;0;1626;1290;8849;-9367;4714;;0.15040141;Solved;9
593;8;2;4;0.25;0.09;191.6867495;0.09;0;1269;1023;6801;-7484;3746;;0.149301678;Solved;9
594;6;2;4;0.25;0.09;193.9438261;0.09;0;1093;893;5777;-6575;3178;;0.147040989;Solved;9
595;4;12;2;0.75;0.09;194.1199562;0.09;0;2393;1826;10331;-16710;8232;;0.158998464;Solved;9
596;12;12;2;0.5;0.09;194.8548621;0.09;0;2901;2150;14427;-19026;8839;;0.156281983;Solved;9
597;8;10;2;0.5;0.09;195.3980399;0.09;0;2309;1729;11141;-15376;7086;;0.154783726;Solved;9
598;4;6;4;0.5;0.09;198.9800183;0.09;0;1698;1422;8453;-11486;5217;;0.147629617;Solved;9
599;12;10;4;0.5;0.09;199.5107283;0.09;0;2993;2411;16249;-19396;8469;;0.147810828;Solved;9
600;2;6;2;0.5;0.09;199.8307776;0.09;0;1350;1067;5593;-9294;4226;;0.150410088;Solved;9
601;4;10;4;0.75;0.09;200.733493;0.09;0;2495;2098;12153;-17188;7749;;0.148319401;Solved;9
602;2;10;2;0.75;0.09;201.4753874;0.09;0;2033;1592;8069;-13949;6230;;0.150009573;Solved;9
603;4;2;4;0.25;0.09;201.9309517;0.09;0;923;769;4753;-5805;2478;;0.141435488;Solved;9
604;6;12;4;0.75;0.09;201.9586711;0.09;0;2957;2453;15027;-20345;8773;;0.147309874;Solved;9
605;2;2;2;0.25;0.09;202.2197217;0.09;0;685;559;3117;-4734;2025;;0.145543773;Solved;9
606;2;8;4;0.75;0.09;203.0000302;0.09;0;2052;1763;9279;-13978;6145;;0.144362613;Solved;9
607;10;12;2;0.5;0.09;203.8867565;0.09;0;2739;2034;13403;-17979;7285;;0.148346531;Solved;9
608;4;8;2;0.5;0.09;204.4669325;0.09;0;1759;1350;7855;-11817;4959;;0.147993912;Solved;9
609;12;4;2;0.25;0.09;208.2628833;0.09;0;1813;1379;9475;-10215;3980;;0.139193724;Solved;9
610;10;10;4;0.5;0.09;209.6098211;0.09;0;2832;2296;15225;-18385;6863;;0.139840286;Solved;9
611;10;4;2;0.25;0.09;210.4952149;0.09;0;1637;1248;8451;-9298;3491;;0.137485903;Solved;9
612;6;10;2;0.5;0.09;210.6587623;0.09;0;2176;1642;10117;-14394;5382;;0.143299209;Solved;9
613;6;8;4;0.5;0.09;212.7034287;0.09;0;2194;1812;11327;-14453;5241;;0.137719848;Solved;9
614;2;12;4;1;0.09;214.6634053;0.09;0;2920;2510;12979;-19554;7189;;0.13614249;Solved;9
615;8;4;2;0.25;0.09;215.6740682;0.09;0;1464;1121;7427;-8427;2902;;0.13393262;Solved;9
616;8;12;2;0.5;0.09;216.1755983;0.09;0;2592;1933;12379;-16943;5707;;0.139042171;Solved;9
617;2;2;4;0.25;0.09;219.9293509;0.09;0;770;663;3729;-5099;1674;;0.131132257;Solved;9
618;12;12;4;0.5;0.09;220.8847912;0.09;0;3331;2689;18099;-21389;6638;;0.132422721;Solved;9
619;12;4;4;0.25;0.09;221.0706261;0.09;0;1955;1557;10699;-10818;3430;;0.128581494;Solved;9
620;8;10;4;0.5;0.09;223.3111714;0.09;0;2686;2197;14201;-17421;5220;;0.130438344;Solved;9
621;6;4;2;0.25;0.09;224.2287207;0.09;0;1296;999;6403;-7625;2260;;0.128537889;Solved;9
622;10;4;4;0.25;0.09;225.7093353;0.09;0;1780;1428;9675;-9905;2892;;0.125543541;Solved;9
623;4;12;4;0.75;0.09;225.9943499;0.09;0;2892;2435;14003;-19251;5827;;0.130291365;Solved;9
624;2;12;2;0.75;0.09;227.2082456;0.09;0;2372;1852;9307;-15625;4601;;0.130972096;Solved;9
625;2;6;4;0.5;0.09;229.9455816;0.09;0;1618;1389;7429;-10556;2962;;0.12575082;Solved;9
626;10;12;4;0.5;0.09;232.9260598;0.09;0;3177;2581;17075;-20382;5082;;0.124374889;Solved;9
627;12;6;2;0.25;0.09;233.0957363;0.09;0;2075;1561;10713;-11453;2902;;0.123116989;Solved;9
628;4;10;2;0.5;0.09;233.8237854;0.09;0;2070;1582;9093;-13420;3473;;0.127377403;Solved;9
629;8;4;4;0.25;0.09;234.353644;0.09;0;1610;1303;8651;-9059;2246;;0.1204773;Solved;9
630;6;12;2;0.5;0.09;234.9201841;0.09;0;2470;1858;11355;-15978;3999;;0.127057648;Solved;9
631;2;10;4;0.75;0.09;235.4834466;0.09;0;2482;2132;11129;-16085;4084;;0.122537636;Solved;9
632;4;8;4;0.5;0.09;236.2489175;0.09;0;2089;1753;10303;-13501;3350;;0.122951378;Solved;9
633;2;8;2;0.5;0.09;237.0334525;0.09;0;1685;1323;6831;-10913;2655;;0.123977802;Solved;9
634;4;4;2;0.25;0.09;239.2159984;0.09;0;1136;885;5379;-6876;1544;;0.12016754;Solved;9
635;10;6;2;0.25;0.09;240.2912373;0.09;0;1904;1436;9689;-10616;2323;;0.118993988;Solved;9
636;6;10;4;0.5;0.09;243.6340649;0.09;0;2568;2125;13177;-16462;3475;;0.118855971;Solved;9
637;6;4;4;0.25;0.09;247.0510555;0.09;0;1446;1184;7627;-8315;1571;;0.113715304;Solved;9
638;8;12;4;0.5;0.09;250.1767608;0.09;0;3049;2499;16051;-19433;3451;;0.114784986;Solved;9
639;8;6;2;0.25;0.09;251.3378425;0.09;0;1737;1315;8665;-9804;1666;;0.112961535;Solved;9
640;12;6;4;0.25;0.09;254.9941722;0.09;0;2287;1827;12549;-12379;1939;;0.109641601;Solved;9
641;12;8;2;0.25;0.09;261.0404916;0.09;0;2339;1746;11951;-12812;1683;;0.107955367;Solved;9
642;4;12;2;0.5;0.09;263.56277;0.09;0;2382;1816;10331;-15033;1919;;0.109207162;Solved;9
643;10;6;4;0.25;0.09;266.3777132;0.09;0;2120;1706;11525;-11598;1296;;0.104231634;Solved;9
644;6;6;2;0.25;0.09;266.9637742;0.09;0;1576;1200;7641;-9049;984;;0.105119042;Solved;9
645;2;12;4;0.75;0.09;268.1079808;0.09;0;2912;2502;12979;-18196;2016;;0.10469189;Solved;9
646;4;4;4;0.25;0.09;268.5955301;0.09;0;1297;1082;6603;-7607;813;;0.103848795;Solved;9
647;2;4;2;0.25;0.09;269.9508738;0.09;0;1009;805;4355;-6174;628;;0.104301635;Solved;9
648;10;8;2;0.25;0.09;272.5618601;0.09;0;2171;1624;10927;-12000;1061;;0.102322155;Solved;9
649;4;10;4;0.5;0.09;273.988213;0.09;0;2483;2086;12153;-15539;1372;;0.102222216;Solved;9
650;2;10;2;0.5;0.09;274.722356;0.09;0;2023;1582;8069;-12549;1066;;0.102437851;Solved;9
651;6;12;4;0.5;0.09;274.8591199;0.09;0;2942;2438;15027;-18485;1561;;0.101960177;Solved;9
652;2;8;4;0.5;0.09;277.5682032;0.09;0;2044;1754;9279;-12606;947;;0.100048087;Solved;9
653;8;6;4;0.25;0.09;281.4983016;0.09;0;1957;1589;10501;-10849;629;;0.097541359;Solved;9
654;8;8;2;0.25;0.09;288.4132119;0.09;0;2010;1509;9903;-11227;395;;0.095027383;Solved;9
655;12;10;2;0.25;0.09;290.5608382;0.09;0;2603;1931;13189;-14227;406;;0.094083174;Solved;9
656;12;8;4;0.25;0.09;292.3213843;0.09;0;2622;2101;14399;-14111;328;;0.09304337;Solved;9
657;4;6;2;0.25;0.09;293.7119488;0.09;0;1439;1109;6617;-8315;163;;0.092834385;Solved;9
658;2;0;2;0;0.09;;;;;;1879;-2111;-2111;;;Target not reached even at 300.0 €/MWh;9
659;2;2;2;0;0.09;;;;;;3117;-3016;-3016;;;Target not reached even at 300.0 €/MWh;9
660;2;2;4;0;0.09;;;;;;3729;-2972;-2972;;;Target not reached even at 300.0 €/MWh;9
661;2;4;2;0;0.09;;;;;;4355;-4088;-4088;;;Target not reached even at 300.0 €/MWh;9
662;2;4;4;0;0.09;;;;;;5579;-4474;-4473;;;Target not reached even at 300.0 €/MWh;9
663;2;4;4;0.25;0.09;;;;;;5579;-6940;-180;;0.086513048;Target not reached even at 300.0 €/MWh;9
664;2;6;2;0;0.09;;;;;;5593;-5345;-5345;;;Target not reached even at 300.0 €/MWh;9
665;2;6;2;0.25;0.09;;;;;;5593;-7652;-857;;0.073034006;Target not reached even at 300.0 €/MWh;9
666;2;6;4;0;0.09;;;;;;7429;-6235;-6235;;;Target not reached even at 300.0 €/MWh;9
667;2;6;4;0.25;0.09;;;;;;7429;-8829;-2098;;0.055730624;Target not reached even at 300.0 €/MWh;9
668;2;8;2;0;0.09;;;;;;6831;-6751;-6750;;;Target not reached even at 300.0 €/MWh;9
669;2;8;2;0.25;0.09;;;;;;6831;-9154;-2370;;0.048038652;Target not reached even at 300.0 €/MWh;9
670;2;8;4;0;0.09;;;;;;9279;-8059;-8059;;;Target not reached even at 300.0 €/MWh;9
671;2;8;4;0.25;0.09;;;;;;9279;-10746;-4035;;0.032432078;Target not reached even at 300.0 €/MWh;9
672;2;10;2;0;0.09;;;;;;8069;-8211;-8210;;;Target not reached even at 300.0 €/MWh;9
673;2;10;2;0.25;0.09;;;;;;8069;-10682;-3899;;0.026996898;Target not reached even at 300.0 €/MWh;9
674;2;10;4;0;0.09;;;;;;11129;-9939;-9939;;;Target not reached even at 300.0 €/MWh;9
675;2;10;4;0.25;0.09;;;;;;11129;-12707;-6000;;0.013353931;Target not reached even at 300.0 €/MWh;9
676;2;10;4;0.5;0.09;;;;;;11129;-14677;-1095;;0.079549996;Target not reached even at 300.0 €/MWh;9
677;2;12;2;0;0.09;;;;;;9307;-9717;-9717;;;Target not reached even at 300.0 €/MWh;9
678;2;12;2;0.25;0.09;;;;;;9307;-12230;-5446;;0.008490711;Target not reached even at 300.0 €/MWh;9
679;2;12;2;0.5;0.09;;;;;;9307;-14197;-548;;0.0840851;Target not reached even at 300.0 €/MWh;9
680;2;12;4;0;0.09;;;;;;12979;-11903;-11903;;;Target not reached even at 300.0 €/MWh;9
681;2;12;4;0.25;0.09;;;;;;12979;-14693;-7986;;;Target not reached even at 300.0 €/MWh;9
682;2;12;4;0.5;0.09;;;;;;12979;-16761;-3142;;0.062620096;Target not reached even at 300.0 €/MWh;9
683;4;0;2;0;0.09;;;;;;2903;-2633;-2633;;;Target not reached even at 300.0 €/MWh;9
684;4;2;2;0;0.09;;;;;;4141;-3465;-3465;;;Target not reached even at 300.0 €/MWh;9
685;4;2;4;0;0.09;;;;;;4753;-3315;-3314;;;Target not reached even at 300.0 €/MWh;9
686;4;4;2;0;0.09;;;;;;5379;-4393;-4393;;;Target not reached even at 300.0 €/MWh;9
687;4;4;4;0;0.09;;;;;;6603;-4373;-4372;;;Target not reached even at 300.0 €/MWh;9
688;4;6;2;0;0.09;;;;;;6617;-5452;-5452;;;Target not reached even at 300.0 €/MWh;9
689;4;6;4;0;0.09;;;;;;8453;-5771;-5771;;;Target not reached even at 300.0 €/MWh;9
690;4;6;4;0.25;0.09;;;;;;8453;-9439;-1021;;0.075066691;Target not reached even at 300.0 €/MWh;9
691;4;6;4;0.75;0.09;;;;;;;;;;;Error: Incomplete scenario A or C years.;9
692;4;8;2;0;0.09;;;;;;7855;-6599;-6598;;;Target not reached even at 300.0 €/MWh;9
693;4;8;2;0.25;0.09;;;;;;7855;-9769;-1292;;0.069670963;Target not reached even at 300.0 €/MWh;9
694;4;8;2;0.75;0.09;;;;;;;;;;;Error: Incomplete scenario A or C years.;9
695;4;8;4;0;0.09;;;;;;10303;-7438;-7437;;;Target not reached even at 300.0 €/MWh;9
696;4;8;4;0.25;0.09;;;;;;10303;-11303;-2906;;0.052422595;Target not reached even at 300.0 €/MWh;9
697;4;10;2;0;0.09;;;;;;9093;-7838;-7837;;;Target not reached even at 300.0 €/MWh;9
698;4;10;2;0.25;0.09;;;;;;9093;-11255;-2777;;0.049786866;Target not reached even at 300.0 €/MWh;9
699;4;10;4;0;0.09;;;;;;;;;;;Error: Incomplete scenario A or C years.;9
700;4;10;4;0.25;0.09;;;;;;12153;-13194;-4825;;0.033703514;Target not reached even at 300.0 €/MWh;9
701;4;12;2;0;0.09;;;;;;10331;-9182;-9181;;;Target not reached even at 300.0 €/MWh;9
702;4;12;2;0.25;0.09;;;;;;10331;-12753;-4277;;0.032293173;Target not reached even at 300.0 €/MWh;9
703;4;12;4;0;0.09;;;;;;14003;-11128;-11128;;;Target not reached even at 300.0 €/MWh;9
704;4;12;4;0.25;0.09;;;;;;14003;-15117;-6761;;0.017775341;Target not reached even at 300.0 €/MWh;9
705;4;12;4;0.5;0.09;;;;;;14003;-17570;-619;;0.084942973;Target not reached even at 300.0 €/MWh;9
706;6;0;2;0;0.09;;;;;;3927;-3208;-3208;;;Target not reached even at 300.0 €/MWh;9
707;6;2;2;0;0.09;;;;;;5165;-4000;-4000;;;Target not reached even at 300.0 €/MWh;9
708;6;2;4;0;0.09;;;;;;5777;-3812;-3812;;;Target not reached even at 300.0 €/MWh;9
709;6;4;2;0;0.09;;;;;;6403;-4851;-4850;;;Target not reached even at 300.0 €/MWh;9
710;6;4;4;0;0.09;;;;;;7627;-4676;-4676;;;Target not reached even at 300.0 €/MWh;9
711;6;6;2;0;0.09;;;;;;7641;-5826;-5824;;;Target not reached even at 300.0 €/MWh;9
712;6;6;4;0;0.09;;;;;;9477;-5826;-5826;;;Target not reached even at 300.0 €/MWh;9
713;6;6;4;0.25;0.09;;;;;;9477;-10131;-114;;0.088500036;Target not reached even at 300.0 €/MWh;9
714;6;8;2;0;0.09;;;;;;8879;-6875;-6874;;;Target not reached even at 300.0 €/MWh;9
715;6;8;2;0.25;0.09;;;;;;8879;-10482;-379;;0.08465838;Target not reached even at 300.0 €/MWh;9
716;6;8;4;0;0.09;;;;;;11327;-7192;-7191;;;Target not reached even at 300.0 €/MWh;9
717;6;8;4;0.25;0.09;;;;;;11327;-11959;-1943;;0.067074126;Target not reached even at 300.0 €/MWh;9
718;6;10;2;0;0.09;;;;;;10117;-7998;-7997;;;Target not reached even at 300.0 €/MWh;9
719;6;10;2;0.25;0.09;;;;;;10117;-11940;-1824;;0.066132192;Target not reached even at 300.0 €/MWh;9
720;6;10;4;0;0.09;;;;;;13177;-8769;-8769;;;Target not reached even at 300.0 €/MWh;9
721;6;10;4;0.25;0.09;;;;;;13177;-13829;-3822;;0.049013949;Target not reached even at 300.0 €/MWh;9
722;6;12;2;0;0.09;;;;;;11355;-9202;-9201;;;Target not reached even at 300.0 €/MWh;9
723;6;12;2;0.25;0.09;;;;;;11355;-13417;-3299;;0.049594661;Target not reached even at 300.0 €/MWh;9
724;6;12;4;0;0.09;;;;;;15027;-10585;-10585;;;Target not reached even at 300.0 €/MWh;9
725;6;12;4;0.25;0.09;;;;;;15027;-15726;-5727;;0.033465502;Target not reached even at 300.0 €/MWh;9
726;8;0;2;0;0.09;;;;;;4951;-3806;-3806;;;Target not reached even at 300.0 €/MWh;9
727;8;2;2;0;0.09;;;;;;6189;-4580;-4580;;;Target not reached even at 300.0 €/MWh;9
728;8;2;4;0;0.09;;;;;;6801;-4369;-4369;;;Target not reached even at 300.0 €/MWh;9
729;8;4;2;0;0.09;;;;;;7427;-5387;-5387;;;Target not reached even at 300.0 €/MWh;9
730;8;4;4;0;0.09;;;;;;8651;-5128;-5128;;;Target not reached even at 300.0 €/MWh;9
731;8;6;2;0;0.09;;;;;;8665;-6293;-6293;;;Target not reached even at 300.0 €/MWh;9
732;8;6;2;0.5;0.09;;;;;;;;;;;Error: Incomplete scenario A or C years.;9
733;8;6;4;0;0.09;;;;;;10501;-6120;-6120;;;Target not reached even at 300.0 €/MWh;9
734;8;8;2;0;0.09;;;;;;9903;-7288;-7286;;;Target not reached even at 300.0 €/MWh;9
735;8;8;4;0;0.09;;;;;;;;;;;Error: Incomplete scenario A or C years.;9
736;8;8;4;0.25;0.09;;;;;;;;;;;Error: Incomplete scenario A or C years.;9
737;8;8;4;0.5;0.09;;;;;;;;;;;Error: Incomplete scenario A or C years.;9
738;8;8;4;0.75;0.09;;;;;;;;;;;Error: Incomplete scenario A or C years.;9
739;8;10;2;0;0.09;;;;;;11141;-8343;-8342;;;Target not reached even at 300.0 €/MWh;9
740;8;10;2;0.25;0.09;;;;;;;;;;;Error: Incomplete scenario A or C years.;9
741;8;10;4;0;0.09;;;;;;;;;;;Error: Incomplete scenario A or C years.;9
742;8;10;4;0.25;0.09;;;;;;14201;-14522;-2903;;0.061254372;Target not reached even at 300.0 €/MWh;9
743;8;12;2;0;0.09;;;;;;;;;;;Error: Incomplete scenario A or C years.;9
744;8;12;2;0.25;0.09;;;;;;12379;-14140;-2402;;0.063091696;Target not reached even at 300.0 €/MWh;9
745;8;12;4;0;0.09;;;;;;16051;-10296;-10296;;;Target not reached even at 300.0 €/MWh;9
746;8;12;4;0.25;0.09;;;;;;16051;-16407;-4777;;0.046256206;Target not reached even at 300.0 €/MWh;9
747;10;0;2;0;0.09;;;;;;5975;-4418;-4418;;;Target not reached even at 300.0 €/MWh;9
748;10;2;2;0;0.09;;;;;;7213;-5182;-5181;;;Target not reached even at 300.0 €/MWh;9
749;10;2;4;0;0.09;;;;;;7825;-4956;-4955;;;Target not reached even at 300.0 €/MWh;9
750;10;4;2;0;0.09;;;;;;8451;-5962;-5961;;;Target not reached even at 300.0 €/MWh;9
751;10;4;4;0;0.09;;;;;;9675;-5654;-5654;;;Target not reached even at 300.0 €/MWh;9
