;pv_mw;bess_mw;bess_h;contract_share;target_IRR;required_PPA_eur_MWh;final_IRR;NPV_at_target_IRR_kEUR;avg_revenue_at_required_PPA_kEUR_yr;avg_EBITDA_at_required_PPA_kEUR_yr;capex_kEUR;npv_at_ppa_min_kEUR;npv_at_ppa_max_kEUR;irr_at_ppa_min;irr_at_ppa_max;status;target_IRR_pct
1867;6;12;4;0.25;0.15;;;;;;15027;-14338;-8566;;0.033465502;Target not reached even at 300.0 €/MWh;15
1868;6;12;4;0.5;0.15;;;;;;15027;-16001;-4382;;0.101960177;Target not reached even at 300.0 €/MWh;15
1869;6;12;4;0.75;0.15;;;;;;15027;-17113;-281;;0.147309874;Target not reached even at 300.0 €/MWh;15
1870;8;0;2;0;0.15;;;;;;4951;-3799;-3799;;;Target not reached even at 300.0 €/MWh;15
1871;8;2;2;0;0.15;;;;;;6189;-4642;-4641;;;Target not reached even at 300.0 €/MWh;15
1872;8;2;4;0;0.15;;;;;;6801;-4685;-4684;;;Target not reached even at 300.0 €/MWh;15
1873;8;2;4;0.25;0.15;;;;;;6801;-6611;-31;;0.149301678;Target not reached even at 300.0 €/MWh;15
1874;8;4;2;0;0.15;;;;;;7427;-5515;-5515;;;Target not reached even at 300.0 €/MWh;15
1875;8;4;2;0.25;0.15;;;;;;7427;-7385;-740;;0.13393262;Target not reached even at 300.0 €/MWh;15
1876;8;4;4;0;0.15;;;;;;8651;-5702;-5702;;;Target not reached even at 300.0 €/MWh;15
1877;8;4;4;0.25;0.15;;;;;;8651;-8163;-1526;;0.1204773;Target not reached even at 300.0 €/MWh;15
1878;8;6;2;0;0.15;;;;;;8665;-6454;-6454;;;Target not reached even at 300.0 €/MWh;15
1879;8;6;2;0.25;0.15;;;;;;8665;-8626;-1889;;0.112961535;Target not reached even at 300.0 €/MWh;15
1880;8;6;2;0.5;0.15;;;;;;;;;;;Error: Incomplete scenario A or C years.;15
1881;8;6;4;0;0.15;;;;;;10501;-6875;-6875;;;Target not reached even at 300.0 €/MWh;15
1882;8;6;4;0.25;0.15;;;;;;10501;-9858;-3103;;0.097541359;Target not reached even at 300.0 €/MWh;15
1883;8;8;2;0;0.15;;;;;;9903;-7453;-7452;;;Target not reached even at 300.0 €/MWh;15
1884;8;8;2;0.25;0.15;;;;;;9903;-9896;-3059;;0.095027383;Target not reached even at 300.0 €/MWh;15
1885;8;8;4;0;0.15;;;;;;;;;;;Error: Incomplete scenario A or C years.;15
1886;8;8;4;0.25;0.15;;;;;;;;;;;Error: Incomplete scenario A or C years.;15
1887;8;8;4;0.5;0.15;;;;;;;;;;;Error: Incomplete scenario A or C years.;15
1888;8;8;4;0.75;0.15;;;;;;;;;;;Error: Incomplete scenario A or C years.;15
1889;8;10;2;0;0.15;;;;;;11141;-8493;-8493;;;Target not reached even at 300.0 €/MWh;15
1890;8;10;2;0.25;0.15;;;;;;;;;;;Error: Incomplete scenario A or C years.;15
1891;8;10;4;0;0.15;;;;;;;;;;;Error: Incomplete scenario A or C years.;15
1892;8;10;4;0.25;0.15;;;;;;14201;-13314;-6457;;0.061254372;Target not reached even at 300.0 €/MWh;15
1893;8;10;4;0.5;0.15;;;;;;14201;-15079;-1754;;0.130438344;Target not reached even at 300.0 €/MWh;15
1894;8;12;2;0;0.15;;;;;;;;;;;Error: Incomplete scenario A or C years.;15
1895;8;12;2;0.25;0.15;;;;;;12379;-12485;-5573;;0.063091696;Target not reached even at 300.0 €/MWh;15
1896;8;12;2;0.5;0.15;;;;;;12379;-14188;-881;;0.139042171;Target not reached even at 300.0 €/MWh;15
1897;8;12;4;0;0.15;;;;;;16051;-11223;-11223;;;Target not reached even at 300.0 €/MWh;15
1898;8;12;4;0.25;0.15;;;;;;16051;-15077;-8215;;0.046256206;Target not reached even at 300.0 €/MWh;15
1899;8;12;4;0.5;0.15;;;;;;16051;-16919;-3429;;0.114784986;Target not reached even at 300.0 €/MWh;15
1900;10;0;2;0;0.15;;;;;;5975;-4489;-4489;;;Target not reached even at 300.0 €/MWh;15
1901;10;2;2;0;0.15;;;;;;7213;-5324;-5323;;;Target not reached even at 300.0 €/MWh;15
1902;10;2;4;0;0.15;;;;;;7825;-5357;-5356;;;Target not reached even at 300.0 €/MWh;15
1903;10;4;2;0;0.15;;;;;;8451;-6179;-6178;;;Target not reached even at 300.0 €/MWh;15
1904;10;4;2;0.25;0.15;;;;;;8451;-8252;-643;;0.137485903;Target not reached even at 300.0 €/MWh;15
1905;10;4;4;0;0.15;;;;;;9675;-6333;-6333;;;Target not reached even at 300.0 €/MWh;15
1906;10;4;4;0.25;0.15;;;;;;9675;-9016;-1399;;0.125543541;Target not reached even at 300.0 €/MWh;15
1907;10;6;2;0;0.15;;;;;;9689;-7092;-7090;;;Target not reached even at 300.0 €/MWh;15
1908;10;6;2;0.25;0.15;;;;;;9689;-9455;-1750;;0.118993988;Target not reached even at 300.0 €/MWh;15
1909;10;6;4;0;0.15;;;;;;11525;-7433;-7433;;;Target not reached even at 300.0 €/MWh;15
1910;10;6;4;0.25;0.15;;;;;;11525;-10646;-2958;;0.104231634;Target not reached even at 300.0 €/MWh;15
1911;10;8;2;0;0.15;;;;;;10927;-8058;-8056;;;Target not reached even at 300.0 €/MWh;15
1912;10;8;2;0.25;0.15;;;;;;10927;-10700;-2913;;0.102322155;Target not reached even at 300.0 €/MWh;15
1913;10;8;4;0;0.15;;;;;;13375;-8667;-8667;;;Target not reached even at 300.0 €/MWh;15
1914;10;8;4;0.25;0.15;;;;;;13375;-12333;-4536;;0.086699528;Target not reached even at 300.0 €/MWh;15
1915;10;10;2;0;0.15;;;;;;12165;-9066;-9064;;;Target not reached even at 300.0 €/MWh;15
1916;10;10;2;0.25;0.15;;;;;;12165;-11979;-4091;;0.087559616;Target not reached even at 300.0 €/MWh;15
1917;10;10;4;0;0.15;;;;;;15225;-10003;-10003;;;Target not reached even at 300.0 €/MWh;15
1918;10;10;4;0.25;0.15;;;;;;15225;-14085;-6185;;0.071066336;Target not reached even at 300.0 €/MWh;15
1919;10;10;4;0.5;0.15;;;;;;15225;-16011;-973;;0.139840286;Target not reached even at 300.0 €/MWh;15
1920;10;12;2;0;0.15;;;;;;13403;-10121;-10121;;;Target not reached even at 300.0 €/MWh;15
1921;10;12;2;0.25;0.15;;;;;;13403;-13269;-5310;;0.073802937;Target not reached even at 300.0 €/MWh;15
1922;10;12;2;0.5;0.15;;;;;;13403;-15171;-143;;0.148346531;Target not reached even at 300.0 €/MWh;15
1923;10;12;4;0;0.15;;;;;;17075;-11496;-11496;;;Target not reached even at 300.0 €/MWh;15
1924;10;12;4;0.25;0.15;;;;;;17075;-15835;-7921;;0.056606446;Target not reached even at 300.0 €/MWh;15
1925;10;12;4;0.5;0.15;;;;;;17075;-17841;-2651;;0.124374889;Target not reached even at 300.0 €/MWh;15
1926;12;0;2;0;0.15;;;;;;6999;-5187;-5187;;;Target not reached even at 300.0 €/MWh;15
1927;12;2;2;0;0.15;;;;;;8237;-6016;-6016;;;Target not reached even at 300.0 €/MWh;15
1928;12;2;4;0;0.15;;;;;;8849;-6043;-6042;;;Target not reached even at 300.0 €/MWh;15
1929;12;4;2;0;0.15;;;;;;9475;-6859;-6859;;;Target not reached even at 300.0 €/MWh;15
1930;12;4;2;0.25;0.15;;;;;;9475;-9150;-613;;0.139193724;Target not reached even at 300.0 €/MWh;15
1931;12;4;4;0;0.15;;;;;;10699;-6994;-6993;;;Target not reached even at 300.0 €/MWh;15
1932;12;4;4;0.25;0.15;;;;;;10699;-9910;-1342;;0.128581494;Target not reached even at 300.0 €/MWh;15
1933;12;6;2;0;0.15;;;;;;10713;-7757;-7756;;;Target not reached even at 300.0 €/MWh;15
1934;12;6;2;0.25;0.15;;;;;;10713;-10299;-1663;;0.123116989;Target not reached even at 300.0 €/MWh;15
1935;12;6;4;0;0.15;;;;;;12549;-8050;-8050;;;Target not reached even at 300.0 €/MWh;15
1936;12;6;4;0.25;0.15;;;;;;12549;-11452;-2830;;0.109641601;Target not reached even at 300.0 €/MWh;15
1937;12;8;2;0;0.15;;;;;;11951;-8697;-8695;;;Target not reached even at 300.0 €/MWh;15
1938;12;8;2;0.25;0.15;;;;;;11951;-11529;-2801;;0.107955367;Target not reached even at 300.0 €/MWh;15
1939;12;8;4;0;0.15;;;;;;14399;-9209;-9209;;;Target not reached even at 300.0 €/MWh;15
1940;12;8;4;0.25;0.15;;;;;;14399;-13108;-4397;;0.09304337;Target not reached even at 300.0 €/MWh;15
1941;12;10;2;0;0.15;;;;;;13189;-9679;-9677;;;Target not reached even at 300.0 €/MWh;15
1942;12;10;2;0.25;0.15;;;;;;13189;-12794;-3972;;0.094083174;Target not reached even at 300.0 €/MWh;15
1943;12;10;4;0;0.15;;;;;;16249;-10482;-10482;;;Target not reached even at 300.0 €/MWh;15
1944;12;10;4;0.25;0.15;;;;;;16249;-14838;-6003;;0.07851156;Target not reached even at 300.0 €/MWh;15
1945;12;10;4;0.5;0.15;;;;;;16249;-16973;-223;;0.147810828;Target not reached even at 300.0 €/MWh;15
1946;12;12;2;0;0.15;;;;;;14427;-10711;-10711;;;Target not reached even at 300.0 €/MWh;15
1947;12;12;2;0.25;0.15;;;;;;14427;-14068;-5153;;0.081568875;Target not reached even at 300.0 €/MWh;15
1948;12;12;4;0;0.15;;;;;;18099;-11898;-11898;;;Target not reached even at 300.0 €/MWh;15
1949;12;12;4;0.25;0.15;;;;;;18099;-16580;-7670;;0.065226117;Target not reached even at 300.0 €/MWh;15
1950;12;12;4;0.5;0.15;;;;;;18099;-18797;-1925;;0.132422721;Target not reached even at 300.0 €/MWh;15
