charging_scenario;pv_mw;bess_power_mw;bess_duration_h;bess_energy_mwh;contract_share;year;merchant_revenue_eur;ppa_delivered_mwh;total_output_mwh;rev_da_eur;rev_idc_eur;rev_afrr_up_capacity_eur;rev_afrr_up_activation_eur;rev_afrr_dn_capacity_eur;rev_afrr_dn_activation_eur;hydro_annual_mwh;pv_annual_mwh;pv_curtailed_mwh;bess_charge_mwh;bess_discharge_mwh;hydro_to_bess_mwh;ppa_shortfall_mwh;total_cycles;final_soc_mwh;final_degradation;total_throughput_mwh;solve_time_s;status
D;0;2;2;4;1;2038;249194.1006;36618.58758;38173.94112;152553.5414;-183.9445514;7450.269332;3746.372829;11223.41913;74404.44251;36351.70799;0;0;2133.438788;1879.113442;107.3134272;2230.62492;506;0.196409165;0.982045823;4012.55223;74.1;ok
D;0;2;2;4;1;2039;254471.3224;10819.75;12721.1663;160577.7869;-252.9530995;9333.837941;5407.855975;7120.232838;72284.56181;10787.61945;0;0;2306.713886;2031.594386;0.319783428;158.56;547;0.196118208;0.980591038;4338.308273;75.8;ok
D;0;2;2;4;1;2040;255641.3104;27008.58624;28767.64992;160054.0687;-256.690391;4576.668612;4293.752927;13392.84923;73580.66136;26894.17745;0;0;2194.806605;1933.118166;55.07861994;858.2637612;520;0.196309813;0.981549067;4127.92477;78.2;ok
D;0;2;2;4;1;2041;254787.0976;25034.63776;26893.7538;160877.774;-265.0115255;6216.136106;5032.481583;10406.51558;72519.20194;24971.77518;0;0;2274.97742;2002.010965;27.28872427;419.3222445;539;1.96197314;0.980874899;4276.988385;77.1;ok
D;0;2;2;4;1;2042;238026.7727;29097.14256;30929.21765;145061.3926;-281.998457;11633.09428;5137.141874;12181.94293;64295.19941;29021.30039;0;0;2282.357386;2010.160659;10.91578778;312.7609174;541;0.196160787;0.980803933;4292.518044;88.7;ok
D;0;2;2;4;1;2043;216774.1376;23707.7361;25468.28103;134213.9324;-178.1811614;7965.260221;3712.270061;6995.62468;64065.23143;23525.89649;0;0;2283.959227;2011.571435;7.159156744;638.5538967;542;0.19615369;0.980768451;4295.530662;75.3;ok
D;0;2;2;4;1;2044;239036.3729;16256.3568;18099.36511;146282.8558;-178.262663;6332.476221;3188.579672;11280.87549;72129.84841;16139.43661;0;0;2305.592368;2030.609752;5.487449327;393.873204;547;0.196118208;0.980591038;4336.20212;82.9;ok
D;0;2;4;8;0;2035;2222665.711;2.516331716;35254.40701;2050447.242;-920.5770721;14061.5832;23634.03903;7128.683743;128314.7404;31723.77374;0;0;4499.900352;3963.279686;24.73914024;0;533;0.392435118;0.981087794;8463.180038;50.8;ok
D;0;2;4;8;0;2036;2528055.545;1.397750509;41418.52159;2349829.119;-633.4465833;14463.52939;26904.115;15129.1608;122363.0677;37823.33933;0;0;4570.095576;4025.053805;52.4065665;0;542;0.39230738;0.980768451;8595.149382;49.3;ok
D;0;2;4;8;0;2037;1293816.092;0.402693242;17385.83689;1115506.369;-948.5012823;11679.96814;22472.43303;22469.87783;122635.9458;13655.6612;0;0;4613.42914;4063.187405;4.734693123;0;547;0.392236415;0.980591038;8676.616545;49.7;ok
